order_id,order_date,customer_id,first_name,last_name,email,phone_number,address,zipcode,city,country,product_category,product_name,club,quantity,unit_price,total_amount,payment_method,order_status,discount_code,year_month
ORD-2024-01483344,2024-05-22 22:12:38,CUST-090097,Milan,Nilsson,milan.nilsson.90097@gmail.com,+46 72 344 0860,Parkgränd 10,414 78,Göteborg,Sweden,Jersey,IFK Göteborg Hemmatröja 2024,IFK Göteborg,1,898.0,1322.76,Swish,Cancelled,,2024-05
ORD-2024-00401306,2024-05-25 18:10:46,CUST-035353,Linnea,Andersson,linnea.andersson.35353@spray.se,+46 73 193 4277,Stationsgatan 450,216 56,Malmö,Sweden,Accessories,Djurgårdens IF Mugg,Djurgårdens IF,1,287.0,269.74,Swish,Delivered,,2024-05
ORD-2024-00997772,2024-05-26 10:43:02,CUST-085042,Kajsa,Samuelsson,kajsa.samuelsson.85042@telia.se,+46 70 686 4265,Järnvägsgatan 54,754 11,Uppsala,Sweden,Jersey,Djurgårdens IF Retro Tröja,Djurgårdens IF,1,970.0,737.73,PayPal,Delivered,WELCOME15,2024-05
ORD-2024-00979042,2024-05-26 15:41:40,CUST-167510,Mona,Svensson,mona.svensson.167510@telia.se,+46 79 925 3739,Ringtorget 540,129 52,Stockholm,Sweden,Jersey,AIK Retro Tröja,AIK,1,737.0,1089.82,Klarna,Delivered,FANCLUB10,2024-05
ORD-2024-00550274,2024-05-27 08:59:39,CUST-171568,Jan,Rasmussen,jan.rasmussen.171568@yahoo.com,62068441,Larsenskrenten 4,71873,Trondheim,Norway,Training Gear,Malmö FF Shorts,Malmö FF,2,374.0,1303.17,Swish,Delivered,,2024-05
ORD-2024-01273980,2024-05-27 12:05:47,CUST-112704,Ingrid,Gustafsson,ingrid.gustafsson.112704@telia.se,+46 73 946 8103,Kvarntorget 8,111 13,Stockholm,Sweden,Jersey,Häcken Bortatröja 2024,Häcken,2,666.0,2392.4,Klarna,Delivered,,2024-05
ORD-2024-00567438,2024-05-27 16:53:07,CUST-011003,Annika,Lindblom,annika.lindblom.11003@outlook.com,+46 72 788 0708,Stationsgränd 848,722 19,Västerås,Sweden,Jersey,IFK Norrköping Retro Tröja,IFK Norrköping,2,907.0,2736.01,Card,Processing,,2024-05
ORD-2024-00271227,2024-05-27 20:25:48,CUST-042776,Ove,Nyman,ove.nyman.42776@outlook.com,+46 73 873 3134,Ringstigen 23,112 80,Stockholm,Sweden,Digital Content,AIK Matchprogram Digital,AIK,2,133.0,195.49,PayPal,Delivered,,2024-05
ORD-2024-01198359,2024-05-28 20:30:34,CUST-099487,Karin,Karlsson,karin.karlsson.99487@telia.se,+46 79 473 7482,Kyrkvägen 218,127 23,Stockholm,Sweden,Scarf,AIK Halsduk,AIK,2,333.0,962.0,Card,Delivered,,2024-05
ORD-2024-00289413,2024-05-29 14:22:57,CUST-008204,Julia,Petersson,julia.petersson.8204@outlook.com,+46 70 607 4267,Åkertorget 373,116 97,Stockholm,Sweden,Accessories,AIK Nyckelring,AIK,1,54.0,33.84,Card,Processing,,2024-05
ORD-2024-01464591,2024-05-31 12:05:42,CUST-133814,Ann-Charlotte,Gunnarsson,ann-charlotte.gunnarsson.133814@hotmail.se,+46 70 960 6455,Aspvägen 47,755 96,Uppsala,Sweden,Jersey,Sirius Tredjetröja 2024,Sirius,3,970.0,2582.46,Card,Delivered,FANCLUB10,2024-05
ORD-2024-01333780,2024-05-31 18:46:20,CUST-192240,Laura,Brown,laura.brown.192240@outlook.com,254-280-9357x31125,94994 Mark Mission,63779,Warszawa,Poland,Accessories,SEF Mugg,SEF,2,200.0,666.93,Swish,Delivered,,2024-05
ORD-2024-00744333,2024-06-04 22:04:36,CUST-169339,Lennart,Karlström,lennart.karlstrom.169339@telia.se,+46 70 941 4364,Björkgatan 375,216 79,Malmö,Sweden,Jersey,Malmö FF Bortatröja 2024,Malmö FF,2,1172.0,3434.85,Klarna,Returned,,2024-06
ORD-2024-01151454,2024-06-05 09:00:26,CUST-070855,Hanna,Bergman,hanna.bergman.70855@telia.se,+46 79 940 8718,Trädgårdsgatan 258,464 71,Skövde,Sweden,Digital Content,IF Elfsborg Matchprogram Digital,IF Elfsborg,2,63.0,147.8,Card,Processing,,2024-06
ORD-2024-01118411,2024-06-06 07:38:14,CUST-069634,Gunilla,Emanuelsson,gunilla.emanuelsson.69634@hotmail.se,+46 72 488 9913,Backgatan 134,902 82,Umeå,Sweden,Jersey,SEF Hemmatröja 2024,SEF,1,1000.0,1021.22,Card,Delivered,SOMMAR25,2024-06
ORD-2024-00236849,2024-06-06 14:22:41,CUST-157889,Margareta,Persson,margareta.persson.157889@gmail.com,+46 73 221 2004,Stationsgränd 7,417 89,Göteborg,Sweden,Match Ticket,Hammarby IF Matchbiljett,Hammarby IF,1,497.0,691.41,Swish,Delivered,SOMMAR25,2024-06
ORD-2024-01385007,2024-06-08 09:12:45,CUST-082483,Erland,Persson,finn.edvardsen.185309@gmail.com,+46 79 913 7138,Parkgränd 7,418 18,Göteborg,Sweden,Match Ticket,SEF VIP-biljett,SEF,1,458.0,823.54,Klarna,Delivered,SOMMAR25,2024-06
ORD-2024-01213437,2024-06-10 21:19:38,CUST-047923,Elsa,Andersson,elsa.andersson.47923@gmail.com,+46 70 739 0954,Trädgårdsvägen 37,116 49,Stockholm,Sweden,Jersey,Malmö FF Tredjetröja 2024,Malmö FF,1,855.0,1275.57,Swish,Delivered,,2024-06
ORD-2024-01047281,2024-06-16 12:16:07,CUST-038169,Jon,Nilsson,jon.nilsson.38169@gmail.com,+46 72 517 4118,Kyrktorget 8,394 60,Kalmar,Sweden,Scarf,Kalmar FF Vinterskarf,Kalmar FF,3,265.0,719.52,Klarna,Delivered,,2024-06
ORD-2024-00296231,2024-06-16 22:39:18,CUST-189272,Stein,Isaksen,stein.isaksen.189272@yahoo.com,88147431,Sørensengata 6,63929,Bergen,Norway,Jersey,AIK Retro Tröja,AIK,1,1191.0,1680.57,Klarna,Delivered,,2024-06
ORD-2024-00030840,2024-06-17 16:14:31,CUST-040916,Magnus,Hultgren,magnus.hultgren.40916@hotmail.se,+46 76 923 4844,Bäckvägen 2,118 78,Stockholm,Sweden,Match Ticket,AIK Familjebiljett,AIK,5,241.0,2034.12,Invoice,Delivered,WELCOME15,2024-06
ORD-2024-01092896,2024-06-17 18:11:57,CUST-127397,Gabriel,Ekberg,gabriel.ekberg.127397@telia.se,+46 79 117 7854,Storvägen 0,116 36,Stockholm,Sweden,Match Ticket,Djurgårdens IF Familjebiljett,Djurgårdens IF,2,259.0,404.51,Card,Delivered,,2024-06
ORD-2024-00069053,2024-06-18 10:06:31,CUST-088762,Olof,Nilsson,olof.nilsson.88762@outlook.com,+46 73 324 4151,Nygatan 9,125 93,Stockholm,Sweden,Training Gear,IFK Norrköping Shorts,IFK Norrköping,2,544.0,1686.29,Swish,Delivered,,2024-06
ORD-2024-01061193,2024-06-22 15:32:48,CUST-050389,Karin,Lindvall,karin.lindvall.50389@outlook.com,+46 70 840 0884,Strandgränd 69,124 39,Stockholm,Sweden,Training Gear,AIK Träningströja,AIK,1,544.0,341.99,PayPal,Delivered,MIDSOMMAR,2024-06
ORD-2024-01016880,2024-06-24 08:04:08,CUST-183164,Espen,Hauge,espen.hauge.183164@yahoo.com,11121221,Jacobsenbråten 5,66359,Bergen,Norway,Match Ticket,Värnamo VIP-biljett,Värnamo,1,227.0,398.26,Card,Delivered,SOMMAR25,2024-06
ORD-2024-00965692,2024-06-24 08:28:35,CUST-029957,Birgitta,Bergdahl,birgitta.bergdahl.29957@outlook.com,+46 76 528 6862,Trädgårdsgatan 320,752 21,Uppsala,Sweden,Jersey,Sirius Hemmatröja 2024,Sirius,1,608.0,1051.74,Card,Shipped,,2024-06
ORD-2024-01350901,2024-06-25 07:33:09,CUST-006791,Margaretha,Karlsson,margaretha.karlsson.6791@telia.se,+46 76 144 0499,Villagatan 60,200 29,Malmö,Sweden,Digital Content,IF Elfsborg Wallpaper Pack,IF Elfsborg,1,137.0,222.21,Klarna,Cancelled,,2024-06
ORD-2024-00534756,2024-06-25 12:14:33,CUST-018705,Mohammad,Pålsson,mohammad.palsson.18705@spray.se,+46 70 758 0491,Genstigen 50,750 14,Uppsala,Sweden,Season Pass,Sirius Säsongskort 2024,Sirius,1,4147.0,2429.34,Swish,Delivered,,2024-06
ORD-2024-00442213,2024-06-25 19:58:30,CUST-154845,Amalia,Olsson,amalia.olsson.154845@spray.se,+46 72 810 5120,Stortorget 2,100 93,Stockholm,Sweden,Accessories,Hammarby IF Ryggsäck,Hammarby IF,2,243.0,854.07,Card,Delivered,SOMMAR25,2024-06
ORD-2024-00422074,2024-06-26 13:44:20,CUST-091382,Roland,Johansson,roland.johansson.91382@outlook.com,+46 73 785 4181,Aspstigen 6,113 53,Stockholm,Sweden,Training Gear,SEF Träningsbyxor,SEF,3,841.0,4091.44,Invoice,Delivered,WELCOME15,2024-06
ORD-2024-00945353,2024-06-26 15:03:49,CUST-069056,Birgitta,Eklund,birgitta.eklund.69056@spray.se,+46 72 911 2802,Parkvägen 444,123 26,Stockholm,Sweden,Accessories,Malmö FF Mugg,Malmö FF,1,296.0,228.43,Klarna,Delivered,MIDSOMMAR,2024-06
ORD-2024-00620344,2024-06-27 14:35:39,CUST-046647,Carl,Andersson,carl.andersson.46647@telia.se,+46 70 912 6451,Villavägen 120,128 13,Stockholm,Sweden,Scarf,Malmö FF Halsduk,Malmö FF,2,285.0,954.91,Swish,Delivered,MIDSOMMAR,2024-06
ORD-2024-00358247,2024-06-30 14:04:05,CUST-046575,Anna,Lindquist,anna.lindquist.46575@gmail.com,+46 72 411 4365,Skogsvägen 00,603 46,Norrköping,Sweden,Scarf,IFK Norrköping Vinterskarf,IFK Norrköping,1,343.0,371.64,PayPal,Shipped,MIDSOMMAR,2024-06
ORD-2024-00105684,2024-06-30 14:20:24,CUST-133740,Ellen,Danielsson,ellen.danielsson.133740@outlook.com,+46 76 839 7533,Kyrkgatan 28,396 04,Gävle,Sweden,Training Gear,AIK Träningsbyxor,AIK,2,737.0,1307.06,Card,Delivered,FANCLUB10,2024-06
ORD-2024-00509467,2024-07-02 17:09:06,CUST-191457,Eric,Chambers,eric.chambers.191457@outlook.com,001-484-902-1848x177,47071 Michelle Vista Apt. 234,39666,Bruxelles,Belgium,Match Ticket,IF Elfsborg Familjebiljett,IF Elfsborg,2,364.0,980.65,Swish,Delivered,,2024-07
ORD-2024-00487820,2024-07-03 07:04:43,CUST-005771,Martina,Johansson,martina.johansson.5771@outlook.com,+46 70 867 9323,Stationsvägen 09,575 12,Skövde,Sweden,Jersey,IF Elfsborg Retro Tröja,IF Elfsborg,1,831.0,1142.42,PayPal,Delivered,SOMMAR25,2024-07
ORD-2024-00771796,2024-07-03 15:07:14,CUST-091851,Monica,Abrahamsson,monica.abrahamsson.91851@spray.se,+46 73 896 3017,Trädgårdsvägen 56,200 23,Malmö,Sweden,Match Ticket,Malmö FF VIP-biljett,Malmö FF,2,546.0,1697.96,Card,Delivered,SOMMAR25,2024-07
ORD-2024-00724925,2024-07-03 17:21:23,CUST-107703,Lilly,Andersen,lilly.andersen.107703@gmail.com,+46 79 368 6890,Gengatan 876,116 69,Stockholm,Sweden,Accessories,AIK Mugg,AIK,1,91.0,54.09,Card,Delivered,,2024-07
ORD-2024-00925022,2024-07-03 22:46:58,CUST-086621,Dag,Dahlström,dag.dahlstrom.86621@gmail.com,+46 73 537 8998,Industrivägen 170,127 40,Stockholm,Sweden,Season Pass,SEF Säsongskort VIP 2024,SEF,2,2712.0,8020.48,Swish,Delivered,,2024-07
ORD-2024-00212894,2024-07-05 14:04:34,CUST-083254,Göran,Andersson,goran.andersson.83254@telia.se,+46 70 304 7798,Parkvägen 14,751 73,Uppsala,Sweden,Training Gear,Djurgårdens IF Shorts,Djurgårdens IF,1,606.0,749.7,Swish,Delivered,,2024-07
ORD-2024-01007462,2024-07-08 12:40:13,CUST-144821,Lars,Olofsson,lars.olofsson.144821@gmail.com,+46 79 742 8484,Skolvägen 484,126 54,Stockholm,Sweden,Jersey,Hammarby IF Tredjetröja 2024,Hammarby IF,1,697.0,429.73,Klarna,Processing,WELCOME15,2024-07
ORD-2024-01185307,2024-07-08 13:18:12,CUST-096119,Michael,Eriksson,michael.eriksson.96119@hotmail.se,+46 73 642 5550,Ringstigen 6,217 59,Malmö,Sweden,Scarf,Malmö FF Halsduk,Malmö FF,1,357.0,350.75,Swish,Delivered,DERBY50,2024-07
ORD-2024-00656153,2024-07-09 07:40:15,CUST-076811,Gustav,Gustafsson,gustav.gustafsson.76811@gmail.com,+46 76 945 6371,Fabriksstigen 765,113 63,Stockholm,Sweden,Jersey,Djurgårdens IF Tredjetröja 2024,Djurgårdens IF,2,1115.0,3010.57,PayPal,Delivered,,2024-07
ORD-2024-00013728,2024-07-10 07:52:56,CUST-059820,Sofia,Andersson,sofia.andersson.59820@telia.se,+46 70 104 0964,Furuvägen 586,542 47,Skövde,Sweden,Match Ticket,AIK VIP-biljett,AIK,1,383.0,193.55,Klarna,Returned,,2024-07
ORD-2024-01074760,2024-07-11 18:01:09,CUST-185101,Alf,Nygård,alf.nygård.185101@yahoo.com,21 37 00 16,Andersenstien 82,47885,Oslo,Norway,Jersey,Djurgårdens IF Retro Tröja,Djurgårdens IF,1,608.0,810.56,Swish,Delivered,,2024-07
ORD-2024-00047831,2024-07-12 13:44:38,CUST-034624,Agneta,Berntsson,agneta.berntsson.34624@spray.se,+46 72 254 0335,Björkgatan 0,604 29,Norrköping,Sweden,Membership,Häcken Medlemskap,Häcken,1,771.0,906.09,Swish,Delivered,SOMMAR25,2024-07
ORD-2024-00583934,2024-07-13 16:18:56,CUST-159741,Oscar,Berg,oscar.berg.159741@gmail.com,+46 73 462 9471,Villagränd 830,117 18,Stockholm,Sweden,Training Gear,AIK Jacka,AIK,2,463.0,674.93,Swish,Delivered,,2024-07
ORD-2024-00104448,2024-07-14 09:51:45,CUST-118258,Fabian,Ahmed,fabian.ahmed.118258@gmail.com,+46 72 823 5973,Villavägen 542,200 75,Malmö,Sweden,Jersey,Hammarby IF Tredjetröja 2024,Hammarby IF,2,1229.0,1505.12,Swish,Delivered,,2024-07
ORD-2024-00241428,2024-07-15 13:38:07,CUST-056456,Emil,Sjödin,emil.sjodin.56456@hotmail.se,+46 76 792 4804,Stationsstigen 99,603 70,Norrköping,Sweden,Accessories,Sirius Ryggsäck,Sirius,1,67.0,69.9,Klarna,Delivered,DERBY50,2024-07
ORD-2024-01462172,2024-07-16 09:51:03,CUST-198183,Michael,Flores,michael.flores.198183@yahoo.com,+1-363-391-8891x65572,7197 Vaughan Plaza,78798,Lyon,France,Match Ticket,Malmö FF Familjebiljett,Malmö FF,1,320.0,255.76,Swish,Delivered,FANCLUB10,2024-07
ORD-2024-00687086,2024-07-17 10:55:45,CUST-142545,Nils,Sjödin,nils.sjodin.142545@hotmail.se,+46 72 707 1431,Skolstigen 6,418 49,Göteborg,Sweden,Match Ticket,Häcken VIP-biljett,Häcken,3,425.0,1457.29,Swish,Delivered,,2024-07
ORD-2024-01225009,2024-07-21 13:07:24,CUST-027250,Sophie,Ferm,sophie.ferm.27250@spray.se,+46 79 188 7434,Storgränd 212,125 89,Stockholm,Sweden,Membership,SEF Medlemskap,SEF,1,738.0,1276.37,Swish,Delivered,,2024-07
ORD-2024-00697769,2024-07-21 15:25:31,CUST-162188,Anna,Edlund,anna.edlund.162188@outlook.com,+46 79 900 2405,Bäcktorget 024,411 75,Göteborg,Sweden,Training Gear,Häcken Träningsbyxor,Häcken,1,546.0,433.86,Swish,Delivered,,2024-07
ORD-2024-01006508,2024-07-22 17:38:44,CUST-174143,Paul,Medina,paul.medina.174143@outlook.com,+1-996-681-6415x93418,95628 James Views,47657,Helsinki,Finland,Training Gear,Malmö FF Shorts,Malmö FF,2,792.0,1278.79,Swish,Shipped,SOMMAR25,2024-07
ORD-2024-01345526,2024-07-24 07:18:35,CUST-031211,Georg,Olsson,georg.olsson.31211@gmail.com,+46 72 117 9738,Skolstigen 327,913 81,Eskilstuna,Sweden,Digital Content,SEF Allsvenskan Streaming,Häcken,1,148.0,218.88,Swish,Cancelled,,2024-07
ORD-2024-01360608,2024-07-24 19:00:02,CUST-014066,Christina,Olsson,christina.olsson.14066@telia.se,+46 76 412 2014,Skolgatan 5,416 15,Göteborg,Sweden,Training Gear,Malmö FF Träningsbyxor,Malmö FF,1,691.0,1233.7,Invoice,Delivered,,2024-07
ORD-2024-01259988,2024-07-27 16:37:03,CUST-113741,Niclas,Norling,niclas.norling.113741@outlook.com,+46 73 172 7336,Industrigatan 877,111 31,Stockholm,Sweden,Membership,Hammarby IF Familjemedlemskap,Hammarby IF,2,861.0,3096.13,Card,Delivered,,2024-07
ORD-2024-01068171,2024-07-27 17:04:42,CUST-131568,Svea,Nilsson,svea.nilsson.131568@telia.se,+46 72 134 3727,Ekstigen 645,553 50,Jönköping,Sweden,Scarf,Djurgårdens IF Matchhalsduk,Djurgårdens IF,1,340.0,437.99,Card,Shipped,,2024-07
ORD-2024-01113189,2024-07-27 17:06:23,CUST-052726,Therése,Persson,therese.persson.52726@spray.se,+46 76 189 6802,Furustigen 02,126 42,Stockholm,Sweden,Jersey,Djurgårdens IF Tredjetröja 2024,Djurgårdens IF,1,832.0,1254.14,Klarna,Delivered,,2024-07
ORD-2024-00106439,2024-07-27 20:20:44,CUST-141468,Birgitta,Jonasson,birgitta.jonasson.141468@gmail.com,+46 73 135 5183,Storvägen 8,724 36,Västerås,Sweden,Match Ticket,IF Elfsborg VIP-biljett,IF Elfsborg,1,412.0,583.49,Card,Returned,,2024-07
ORD-2024-01201195,2024-07-27 22:09:24,CUST-143251,Annika,Malm,annika.malm.143251@spray.se,+46 73 742 5594,Grangatan 5,112 74,Stockholm,Sweden,Jersey,SEF Retro Tröja,SEF,3,1098.0,2005.48,Swish,Shipped,,2024-07
ORD-2024-00026778,2024-07-28 18:11:04,CUST-004892,Maria,Nilsson,maria.nilsson.4892@spray.se,+46 72 113 5787,Gengatan 307,112 47,Stockholm,Sweden,Training Gear,SEF Jacka,SEF,2,391.0,1031.25,Swish,Delivered,,2024-07
ORD-2024-01183346,2024-07-29 09:13:59,CUST-081013,Peter,Strandberg,peter.strandberg.81013@hotmail.se,+46 73 774 9239,Grangatan 4,583 06,Linköping,Sweden,Accessories,Mjällby AIF Vattenflaska,Mjällby AIF,1,276.0,482.66,Card,Delivered,,2024-07
ORD-2024-00400962,2024-07-29 15:03:04,CUST-107810,Gabriel,Lindberg,gabriel.lindberg.107810@telia.se,+46 73 392 8018,Furuvägen 10,503 30,Borås,Sweden,Jersey,IF Elfsborg Retro Tröja,IF Elfsborg,4,1181.0,7757.19,Swish,Delivered,,2024-07
ORD-2024-01084785,2024-07-29 20:05:45,CUST-145117,Håkan,Johansson,hakan.johansson.145117@spray.se,+46 72 491 3662,Skogsgatan 477,114 66,Stockholm,Sweden,Match Ticket,Hammarby IF Matchbiljett,Hammarby IF,2,195.0,327.31,Swish,Delivered,FANCLUB10,2024-07
ORD-2024-00567072,2024-07-31 15:54:55,CUST-035506,Amanda,Broberg,amanda.broberg.35506@spray.se,+46 73 450 7768,Kyrkogränd 7,100 26,Stockholm,Sweden,Training Gear,SEF Jacka,SEF,2,318.0,447.9,Klarna,Delivered,,2024-07
ORD-2024-01346869,2024-08-04 14:59:04,CUST-110556,Ing-Britt,Bengtsson,ing-britt.bengtsson.110556@hotmail.se,+46 79 518 8988,Kyrkstigen 7,112 16,Stockholm,Sweden,Match Ticket,SEF VIP-biljett,SEF,2,197.0,273.81,Card,Returned,,2024-08
ORD-2024-00337859,2024-08-06 19:11:21,CUST-171330,Rolf,Solberg,rolf.solberg.171330@yahoo.com,+4732118134,Amundsenvollen 76F,60555,Oslo,Norway,Match Ticket,Malmö FF VIP-biljett,Malmö FF,2,458.0,502.28,Klarna,Shipped,,2024-08
ORD-2024-01337963,2024-08-07 07:31:45,CUST-196618,Wesley,Stewart,wesley.stewart.196618@gmail.com,(916)942-4438x8814,5268 Kristen Square,19185,München,Germany,Digital Content,AIK Wallpaper Pack,AIK,2,144.0,490.72,Swish,Returned,WELCOME15,2024-08
ORD-2024-01224045,2024-08-07 20:13:44,CUST-076884,Josefin,Holm,josefin.holm.76884@gmail.com,+46 70 248 6059,Stationsgränd 662,412 30,Göteborg,Sweden,Jersey,Häcken Retro Tröja,Häcken,1,714.0,771.95,Card,Returned,BACKTOSCHOOL,2024-08
ORD-2024-00306177,2024-08-08 21:30:48,CUST-113698,Britt,Eriksson,britt.eriksson.113698@gmail.com,+46 76 987 6405,Björkgränd 433,125 78,Stockholm,Sweden,Scarf,AIK Halsduk,AIK,2,353.0,995.28,Card,Delivered,,2024-08
ORD-2024-00819806,2024-08-09 09:43:12,CUST-104574,Margareta,Einarsson,margareta.einarsson.104574@telia.se,+46 73 727 5466,Industrivägen 4,124 23,Stockholm,Sweden,Training Gear,AIK Jacka,AIK,1,325.0,264.6,Klarna,Shipped,FANCLUB10,2024-08
ORD-2024-00177975,2024-08-13 13:36:04,CUST-174051,Verner,Jensen,verner.jensen.174051@yahoo.com,+45 21867963,Vestermarks Allé 5,29855,København,Denmark,Membership,IF Elfsborg Familjemedlemskap,IF Elfsborg,1,899.0,486.26,PayPal,Delivered,,2024-08
ORD-2024-00601801,2024-08-16 12:41:07,CUST-059607,Jonathan,Andersson,jonathan.andersson.59607@outlook.com,+46 70 602 0925,Ringtorget 452,411 55,Göteborg,Sweden,Jersey,Kalmar FF Bortatröja 2024,Kalmar FF,2,1011.0,1084.96,Swish,Delivered,,2024-08
ORD-2024-00742090,2024-08-18 07:12:50,CUST-028533,Sofia,Gustafsson,sofia.gustafsson.28533@gmail.com,+46 76 797 5095,Furuvägen 47,400 88,Göteborg,Sweden,Membership,Malmö FF Juniormedlemskap,Malmö FF,1,522.0,778.15,Swish,Shipped,,2024-08
ORD-2024-01227061,2024-08-18 15:32:30,CUST-078982,Josefine,Samuelsson,josefine.samuelsson.78982@gmail.com,+46 72 113 9803,Storgatan 4,413 31,Göteborg,Sweden,Membership,AIK Juniormedlemskap,AIK,4,764.0,2229.63,Swish,Delivered,FANCLUB10,2024-08
ORD-2024-00706268,2024-08-22 07:12:11,CUST-054530,Lennart,Malm,lennart.malm.54530@outlook.com,+46 79 784 0672,Idrottsgatan 223,576 22,Skövde,Sweden,Membership,Mjällby AIF Juniormedlemskap,Mjällby AIF,2,602.0,1394.71,Klarna,Delivered,,2024-08
ORD-2024-01035939,2024-08-22 19:26:12,CUST-105163,Kristofer,Lindholm,kristofer.lindholm.105163@outlook.com,+46 76 426 5689,Industrigatan 227,601 95,Norrköping,Sweden,Jersey,IFK Norrköping Retro Tröja,IFK Norrköping,2,972.0,1333.52,Klarna,Delivered,,2024-08
ORD-2024-01374293,2024-08-23 18:43:24,CUST-197722,James,Moore,james.moore.197722@outlook.com,(763)306-4235x866,33271 Lee Dam Apt. 196,62062,Warszawa,Poland,Training Gear,Degerfors IF Träningsbyxor,Degerfors IF,1,416.0,680.58,Swish,Delivered,,2024-08
ORD-2024-01428541,2024-08-25 14:20:27,CUST-014714,Mattias,Svedberg,mattias.svedberg.14714@gmail.com,+46 76 481 8082,Grantorget 6,115 29,Stockholm,Sweden,Digital Content,Djurgårdens IF Wallpaper Pack,Djurgårdens IF,1,60.0,105.91,Card,Delivered,,2024-08
ORD-2024-00417368,2024-08-26 12:30:07,CUST-180387,Edward,Leon,edward.leon.180387@yahoo.com,(263)503-4227x972,969 Natalie Isle,18741,Tampere,Finland,Accessories,SEF Ryggsäck,SEF,1,128.0,148.23,Card,Delivered,,2024-08
ORD-2024-00822594,2024-08-26 19:39:26,CUST-151756,Ingela,Gustavsson,ingela.gustavsson.151756@spray.se,+46 73 572 1787,Skogsvägen 1,211 77,Malmö,Sweden,Jersey,AIK Bortatröja 2024,AIK,1,880.0,444.74,Swish,Delivered,,2024-08
ORD-2024-01455434,2024-08-26 20:53:14,CUST-122112,Johanna,Lidén,johanna.liden.122112@outlook.com,+46 70 731 8966,Parkvägen 988,200 61,Malmö,Sweden,Season Pass,Mjällby AIF Säsongskort VIP 2024,Mjällby AIF,1,2294.0,2152.53,Klarna,Delivered,,2024-08
ORD-2024-01009694,2024-08-28 09:44:04,CUST-174329,Sarah,Karlsen,sarah.karlsen.174329@yahoo.com,69859137,Sparresholmvej 65,28502,Aarhus,Denmark,Membership,Malmö FF Familjemedlemskap,Malmö FF,1,206.0,134.05,Klarna,Delivered,BACKTOSCHOOL,2024-08
ORD-2024-00771363,2024-08-29 09:10:08,CUST-004558,Peter,Lidén,peter.liden.4558@telia.se,+46 76 538 2226,Stationsgatan 1,415 64,Göteborg,Sweden,Accessories,AIK Ryggsäck,AIK,1,200.0,202.27,Card,Returned,,2024-08
ORD-2024-01498751,2024-08-30 09:48:38,CUST-110359,Viktoria,Norén,viktoria.noren.110359@outlook.com,+46 70 478 9639,Genstigen 21,756 42,Uppsala,Sweden,Jersey,SEF Retro Tröja,SEF,1,650.0,496.74,Card,Delivered,,2024-08
ORD-2024-00005111,2024-08-30 20:39:13,CUST-096021,Ingemar,Berg,ingemar.berg.96021@gmail.com,+46 70 746 7809,Kyrkgränd 452,116 00,Stockholm,Sweden,Jersey,Djurgårdens IF Retro Tröja,Djurgårdens IF,1,1234.0,2132.2,Klarna,Delivered,,2024-08
ORD-2024-01023130,2024-09-02 11:00:11,CUST-176014,Reidun,Solheim,reidun.solheim.176014@gmail.com,24954687,Bergetjernet 76,75784,Bergen,Norway,Digital Content,AIK Matchprogram Digital,AIK,1,80.0,63.52,Swish,Delivered,,2024-09
ORD-2024-00339762,2024-09-05 17:31:13,CUST-096154,Carin,Ekman,carin.ekman.96154@telia.se,+46 72 637 3046,Industrigatan 1,113 19,Stockholm,Sweden,Training Gear,Hammarby IF Träningströja,Hammarby IF,1,768.0,1107.07,Klarna,Delivered,,2024-09
ORD-2024-01406604,2024-09-06 11:39:21,CUST-190438,Brandon,Cameron,brandon.cameron.190438@yahoo.com,545.613.2134,7067 Ruben Bridge Apt. 670,56647,Manchester,United Kingdom,Season Pass,Kalmar FF Säsongskort 2024,Kalmar FF,3,3341.0,13787.07,Swish,Delivered,,2024-09
ORD-2024-00949351,2024-09-08 10:35:51,CUST-068943,Oliver,Dahlberg,oliver.dahlberg.68943@outlook.com,+46 76 818 6289,Parkgatan 9,224 59,Lund,Sweden,Training Gear,IFK Göteborg Shorts,IFK Göteborg,1,818.0,605.54,Swish,Delivered,HÖSTDEAL,2024-09
ORD-2024-00519836,2024-09-09 07:47:26,CUST-170920,Kenn,Nilsson,kenn.nilsson.170920@outlook.com,00 97 33 95,Risagerstræde 70,45198,København,Denmark,Match Ticket,Mjällby AIF Familjebiljett,Mjällby AIF,2,161.0,175.08,Card,Delivered,,2024-09
ORD-2024-00531688,2024-09-09 11:25:21,CUST-034410,Bengt,Nilsson,bengt.nilsson.34410@outlook.com,+46 73 820 1464,Villavägen 76,215 36,Malmö,Sweden,Scarf,Malmö FF Matchhalsduk,Malmö FF,3,354.0,993.07,Card,Delivered,,2024-09
ORD-2024-00764915,2024-09-12 11:28:19,CUST-005253,Kristina,Palmqvist,kristina.palmqvist.5253@telia.se,+46 79 713 4278,Industristigen 60,129 94,Stockholm,Sweden,Training Gear,Djurgårdens IF Träningsbyxor,Djurgårdens IF,1,687.0,1075.74,Swish,Returned,,2024-09
ORD-2024-00903097,2024-09-16 07:22:36,CUST-110277,Mikael,Lindqvist,mikael.lindqvist.110277@telia.se,+46 79 390 2777,Industrigatan 37,221 37,Lund,Sweden,Jersey,AIK Retro Tröja,AIK,1,999.0,644.96,Invoice,Delivered,,2024-09
